{'NM_000014': ['version 5', 4425]}
{'NM_001170858': ['version 1', 1992]}
{'NM_001170866': ['version 1', 582]}
{'NM_001170867': ['version 1', 582]}
{'NM_001170868': ['version 1', 582]}
{'NM_001170869': ['version 2', 609]}
{'NM_001170884': ['version 1', 1338]}
{'NM_001170905': ['version 3', 1284]}
{'NM_001170907': ['version 1', 1620]}
{'NM_001170911': ['version 1', 414]}
{'NM_001170912': ['version 1', 4035]}
{'NM_001170913': ['version 1', 3702]}
{'NM_001170918': ['version 1', 942]}
{'NM_001170935': ['version 1', 1365]}
{'NM_001170953': ['version 1', 1233]}
{'NM_001170954': ['version 1', 1080]}
{'NM_001170955': ['version 1', 282]}
{'NM_001170959': ['version 1', 2511]}
{'NM_001170960': ['version 1', 609]}
{'NM_001170966': ['version 1', 939]}
{'NM_001170967': ['version 1', 768]}
{'NM_001170970': ['version 1', 816]}
{'NM_001170975': ['version 2', 444]}
{'NM_001170976': ['version 1', 291]}
{'NM_001170979': ['version 1', 486]}
{'NM_001170981': ['version 2', 903]}
{'NM_001170982': ['version 2', 903]}
{'NM_001170983': ['version 2', 882]}
{'NM_001170984': ['version 2', 879]}
{'NM_001170985': ['version 1', 2370]}
{'NM_001171000': ['version 2', 1839]}
{'NM_001171001': ['version 1', 1527]}
{'NM_001171002': ['version 1', 861]}
{'NM_001171003': ['version 1', 5484]}
{'NM_001171004': ['version 1', 2673]}
{'NM_001171005': ['version 1', 2388]}
{'NM_001171007': ['version 1', 2862]}
{'NM_001171010': ['version 1', 1323]}
{'NM_001171011': ['version 1', 1155]}
{'NM_001171024': ['version 1', 1917]}
{'NM_001171026': ['version 1', 2019]}
{'NM_001171034': ['version 1', 714]}
{'NM_001171035': ['version 1', 714]}
{'NM_001171036': ['version 1', 714]}
{'NM_001171052': ['version 1', 1761]}
{'NM_001171053': ['version 1', 1545]}
{'NM_001171054': ['version 1', 1542]}
{'NM_001171096': ['version 1', 4647]}
{'NM_001171155': ['version 1', 222]}
{'NM_001171177': ['version 2', 2511]}
{'NM_001171183': ['version 1', 594]}
{'NM_001171187': ['version 1', 294]}
{'NM_001171512': ['version 2', 24099]}
{'NM_001171582': ['version 1', 2733]}
{'NM_001171615': ['version 1', 3510]}
{'NM_001171616': ['version 1', 3270]}
{'NM_001171640': ['version 1', 1041]}
{'NM_001171680': ['version 1', 3027]}
{'NM_001171739': ['version 1', 660]}
{'NM_001171801': ['version 1', 261]}
{'NM_001171802': ['version 1', 261]}
{'NM_001171981': ['version 1', 2070]}
{'NM_001172054': ['version 1', 1299]}
{'NM_001172055': ['version 1', 768]}
{'NM_001172056': ['version 1', 2211]}
{'NM_001172062': ['version 1', 1554]}
{'NM_001172063': ['version 2', 1869]}
{'NM_001172064': ['version 1', 1659]}
{'NM_001172065': ['version 1', 1239]}
{'NM_001172067': ['version 1', 1182]}
{'NM_001172068': ['version 1', 666]}
{'NM_001172069': ['version 1', 666]}
{'NM_001172070': ['version 1', 666]}
{'NM_001172071': ['version 1', 705]}
{'NM_001172072': ['version 1', 960]}
{'NM_001172073': ['version 1', 1026]}
{'NM_001172074': ['version 1', 366]}
{'NM_001172077': ['version 1', 795]}
{'NM_001172079': ['version 1', 2754]}
{'NM_001172084': ['version 1', 1932]}
{'NM_001172088': ['version 1', 807]}
{'NM_001172089': ['version 1', 4494]}
{'NM_001172090': ['version 1', 2874]}
{'NM_001172091': ['version 1', 348]}
{'NM_001172092': ['version 1', 2421]}
{'NM_001172093': ['version 1', 1590]}
{'NM_001172095': ['version 1', 3216]}
{'NM_001172096': ['version 1', 1044]}
{'NM_001172097': ['version 1', 915]}
{'NM_001172098': ['version 1', 2139]}
{'NM_001172099': ['version 1', 1176]}
{'NM_001172100': ['version 1', 1371]}
{'NM_001172101': ['version 1', 1479]}
{'NM_001172103': ['version 1', 936]}
{'NM_001172104': ['version 1', 1320]}
{'NM_001172106': ['version 2', 372]}
{'NM_001172107': ['version 1', 1374]}
{'NM_001172112': ['version 1', 945]}
{'NM_001172113': ['version 1', 2010]}
{'NM_001172114': ['version 1', 1890]}
{'NM_001172116': ['version 1', 822]}
{'NM_001172117': ['version 1', 1512]}
{'NM_001172118': ['version 1', 792]}
{'NM_001172120': ['version 2', 2388]}
{'NM_001172121': ['version 1', 1392]}
{'NM_001172122': ['version 1', 1248]}
{'NM_001172123': ['version 1', 1296]}
{'NM_001172124': ['version 1', 1209]}
{'NM_001172125': ['version 1', 855]}
{'NM_001172126': ['version 1', 1161]}
{'NM_001172127': ['version 1', 552]}
{'NM_001172136': ['version 1', 1179]}
{'NM_001172137': ['version 1', 6165]}
{'NM_001172146': ['version 1', 963]}
{'NM_001172147': ['version 1', 1278]}
{'NM_001172148': ['version 1', 1215]}
{'NM_001172150': ['version 1', 465]}
{'NM_001172151': ['version 2', 627]}
{'NM_001172152': ['version 1', 3873]}
{'NM_001172154': ['version 1', 945]}
{'NM_001172155': ['version 1', 1284]}
{'NM_001172157': ['version 1', 2655]}
{'NM_001172159': ['version 1', 2631]}
{'NM_001172160': ['version 1', 1950]}
{'NM_001172164': ['version 2', 2949]}
{'NM_001172168': ['version 1', 639]}
{'NM_001172205': ['version 1', 1773]}
{'NM_001172206': ['version 1', 1770]}
{'NM_001172207': ['version 1', 1113]}
{'NM_001172216': ['version 1', 777]}
{'NM_001172305': ['version 1', 2016]}
{'NM_001172424': ['version 2', 831]}
{'NM_001172472': ['version 1', 1149]}
{'NM_001172473': ['version 1', 1149]}
{'NM_001172475': ['version 1', 1146]}
{'NM_001172481': ['version 1', 1122]}
{'NM_001172561': ['version 1', 1854]}
{'NM_001172588': ['version 1', 996]}
{'NM_001172686': ['version 1', 963]}
{'NM_001172809': ['version 1', 2283]}
{'NM_001172845': ['version 1', 429]}
{'NM_001173334': ['version 1', 951]}
{'NM_001173336': ['version 1', 1074]}
{'NM_001173339': ['version 1', 345]}
{'NM_001173341': ['version 1', 603]}
{'NM_001173344': ['version 1', 1260]}
{'NM_001173349': ['version 1', 1287]}
{'NM_001173354': ['version 2', 2022]}
{'NM_001173355': ['version 1', 1386]}
{'NM_001173357': ['version 1', 1551]}
{'NM_001173370': ['version 1', 1224]}
{'NM_001173371': ['version 1', 4236]}
{'NM_001173372': ['version 1', 267]}
{'NM_001173373': ['version 1', 987]}
{'NM_001173374': ['version 1', 855]}
{'NM_001173376': ['version 2', 579]}
{'NM_001173380': ['version 1', 258]}
{'NM_001173382': ['version 1', 1524]}
{'NM_001173384': ['version 1', 1083]}
{'NM_001173386': ['version 1', 708]}
{'NM_001173388': ['version 1', 246]}
{'NM_001173426': ['version 1', 633]}
{'NM_001173427': ['version 1', 717]}
{'NM_001173428': ['version 1', 1095]}
{'NM_001173429': ['version 1', 1284]}
{'NM_001173430': ['version 1', 2787]}
{'NM_001173432': ['version 1', 3438]}
{'NM_001173433': ['version 1', 2313]}
{'NM_001173434': ['version 1', 819]}
{'NM_001173435': ['version 1', 519]}
{'NM_001173436': ['version 1', 1026]}
{'NM_001173437': ['version 1', 669]}
{'NM_001173438': ['version 1', 927]}
{'NM_001173448': ['version 1', 339]}
{'NM_001173449': ['version 1', 681]}
{'NM_001173450': ['version 1', 2892]}
{'NM_001173451': ['version 1', 531]}
{'NM_001173459': ['version 2', 1176]}
{'NM_001173460': ['version 1', 1176]}
{'NM_001173469': ['version 1', 1032]}
{'NM_001173471': ['version 1', 237]}
{'NM_001173472': ['version 1', 219]}
{'NM_001173477': ['version 1', 342]}
{'NM_001173483': ['version 1', 954]}
{'NM_001173500': ['version 2', 1068]}
{'NM_001173505': ['version 1', 1071]}
{'NM_001173506': ['version 1', 8331]}
{'NM_001173507': ['version 1', 3696]}
{'NM_001173508': ['version 1', 1521]}
{'NM_001173509': ['version 1', 921]}
{'NM_001173510': ['version 2', 1839]}
{'NM_001173511': ['version 1', 2895]}
{'NM_001173526': ['version 1', 1371]}
{'NM_001173527': ['version 1', 837]}
{'NM_001173528': ['version 1', 3780]}
{'NM_001173547': ['version 2', 792]}
{'NM_001173550': ['version 1', 1056]}
{'NM_001173553': ['version 2', 1665]}
{'NM_001173554': ['version 1', 2628]}
{'NM_001173555': ['version 1', 1404]}
{'NM_001173556': ['version 1', 231]}
{'NM_001173557': ['version 1', 1857]}
{'NM_001173558': ['version 1', 1338]}
{'NM_001173739': ['version 1', 615]}
{'NM_001173972': ['version 1', 3189]}
{'NM_001173973': ['version 1', 1560]}
{'NM_001173974': ['version 1', 792]}
{'NM_001173981': ['version 1', 1233]}
{'NM_001173983': ['version 1', 225]}
{'NM_001173986': ['version 1', 3945]}
{'NM_001174047': ['version 1', 3471]}
{'NM_001174048': ['version 1', 3453]}
{'NM_001174049': ['version 1', 3444]}
{'NM_001174050': ['version 1', 3447]}
{'NM_001174053': ['version 1', 1638]}
{'NM_001174054': ['version 1', 1590]}
{'NM_001174074': ['version 2', 1371]}
{'NM_001174078': ['version 1', 4854]}
{'NM_001174079': ['version 1', 4842]}
{'NM_001174086': ['version 1', 1227]}
{'NM_001174099': ['version 1', 1422]}
{'NM_001174107': ['version 1', 3234]}
{'NM_001174131': ['version 1', 1782]}
{'NM_001174154': ['version 2', 2760]}
{'NM_001174155': ['version 1', 2037]}
{'NM_001174169': ['version 2', 522]}
{'NM_001174170': ['version 1', 1248]}
{'NM_001175': ['version 7', 606]}
{'NM_001176528': ['version 1', 1380]}
{'NM_001177302': ['version 1', 1389]}
{'NM_001177303': ['version 1', 1389]}
{'NM_001177305': ['version 1', 1095]}
{'NM_001177307': ['version 1', 1257]}
{'NM_001177308': ['version 1', 1095]}
{'NM_001177313': ['version 1', 417]}
{'NM_001177319': ['version 1', 708]}
{'NM_001177320': ['version 1', 708]}
{'NM_001177321': ['version 1', 756]}
{'NM_001177323': ['version 2', 1287]}
{'NM_001177324': ['version 1', 1305]}
{'NM_001177326': ['version 2', 729]}
{'NM_001177347': ['version 1', 261]}
{'NM_001177348': ['version 1', 162]}
{'NM_001177349': ['version 2', 408]}
{'NM_001177350': ['version 2', 408]}
{'NM_001177351': ['version 1', 237]}
{'NM_001177352': ['version 1', 1320]}
{'NM_001177353': ['version 1', 1362]}
{'NM_001177354': ['version 1', 1320]}
{'NM_001177356': ['version 1', 264]}
{'NM_001177360': ['version 2', 915]}
{'NM_001177361': ['version 2', 1149]}
{'NM_001177362': ['version 2', 645]}
{'NM_001177364': ['version 1', 5040]}
{'NM_001177365': ['version 1', 228]}
{'NM_001177366': ['version 1', 1170]}
{'NM_001177367': ['version 1', 1029]}
{'NM_001177368': ['version 1', 2253]}
{'NM_001177369': ['version 1', 2700]}
{'NM_001177370': ['version 1', 2703]}
{'NM_001177371': ['version 1', 2121]}
{'NM_001177372': ['version 1', 1986]}
{'NM_001177373': ['version 1', 831]}
{'NM_001177374': ['version 1', 5268]}
{'NM_001177376': ['version 2', 1269]}
{'NM_001177377': ['version 1', 264]}
{'NM_001177379': ['version 2', 2979]}
{'NM_001177380': ['version 1', 264]}
{'NM_001177389': ['version 1', 1140]}
{'NM_001177392': ['version 1', 492]}
{'NM_001177394': ['version 1', 324]}
{'NM_001177395': ['version 1', 198]}
{'NM_001177396': ['version 2', 1533]}
{'NM_001177397': ['version 2', 1215]}
{'NM_001177398': ['version 2', 1356]}
{'NM_001177399': ['version 1', 1413]}
{'NM_001177400': ['version 1', 195]}
{'NM_001177401': ['version 1', 267]}
{'NM_001177402': ['version 1', 243]}
{'NM_001177403': ['version 1', 243]}
{'NM_001177404': ['version 1', 417]}
{'NM_001177405': ['version 1', 417]}
{'NM_001177406': ['version 1', 1458]}
{'NM_001177407': ['version 1', 1458]}
{'NM_001177408': ['version 1', 1053]}
{'NM_001177412': ['version 1', 3030]}
{'NM_001177416': ['version 1', 495]}
{'NM_001177417': ['version 1', 405]}
{'NM_001177419': ['version 1', 1362]}
{'NM_001177420': ['version 1', 1401]}
{'NM_001177427': ['version 1', 456]}
{'NM_001177437': ['version 1', 2952]}
{'NM_001177438': ['version 1', 1440]}
{'NM_001177439': ['version 2', 639]}
{'NM_001177442': ['version 1', 1293]}
{'NM_001177464': ['version 1', 3474]}
{'NM_001177467': ['version 1', 858]}
{'NM_001177468': ['version 1', 255]}
{'NM_001177469': ['version 1', 255]}
{'NM_001177470': ['version 1', 327]}
{'NM_001177471': ['version 1', 267]}
{'NM_001177480': ['version 1', 210]}
{'NM_001177481': ['version 1', 282]}
{'NM_001177482': ['version 1', 351]}
{'NM_001177484': ['version 2', 576]}
{'NM_001177485': ['version 1', 282]}
{'NM_001177486': ['version 1', 282]}
{'NM_001177487': ['version 1', 282]}
{'NM_001177502': ['version 1', 363]}
{'NM_001177503': ['version 1', 1518]}
{'NM_001177504': ['version 1', 1386]}
{'NM_001177505': ['version 1', 2157]}
{'NM_001177508': ['version 1', 936]}
{'NM_001177509': ['version 1', 1917]}
{'NM_001177510': ['version 1', 474]}
{'NM_001177511': ['version 1', 1299]}
{'NM_001177513': ['version 1', 537]}
{'NM_001177518': ['version 1', 351]}
{'NM_001177521': ['version 1', 288]}
{'NM_001177522': ['version 1', 282]}
{'NM_001177523': ['version 1', 285]}
{'NM_001177524': ['version 1', 531]}
{'NM_001177525': ['version 1', 813]}
{'NM_001177526': ['version 1', 351]}
{'NM_001177527': ['version 1', 1419]}
{'NM_001177528': ['version 1', 282]}
{'NM_001177529': ['version 1', 411]}
{'NM_001177533': ['version 2', 1005]}
{'NM_001177534': ['version 2', 951]}
{'NM_001177535': ['version 1', 807]}
{'NM_001177536': ['version 2', 1698]}
{'NM_001177537': ['version 2', 411]}
{'NM_001177539': ['version 2', 1053]}
{'NM_001177542': ['version 1', 1497]}
{'NM_001177543': ['version 1', 1497]}
{'NM_001177544': ['version 2', 393]}
{'NM_001177545': ['version 2', 2214]}
{'NM_001177546': ['version 2', 2214]}
{'NM_001177550': ['version 1', 1836]}
{'NM_001177551': ['version 1', 1386]}
{'NM_001177552': ['version 1', 978]}
{'NM_001177556': ['version 1', 219]}
{'NM_001177557': ['version 1', 219]}
{'NM_001177558': ['version 1', 219]}
{'NM_001177559': ['version 1', 219]}
{'NM_001177560': ['version 1', 219]}
{'NM_001177561': ['version 1', 1089]}
{'NM_001177564': ['version 1', 435]}
{'NM_001177565': ['version 1', 435]}
{'NM_001177566': ['version 1', 996]}
{'NM_001177567': ['version 1', 6978]}
{'NM_001177568': ['version 1', 1569]}
{'NM_001177569': ['version 1', 336]}
{'NM_001177570': ['version 1', 2964]}
{'NM_001177571': ['version 1', 2169]}
{'NM_001177572': ['version 1', 2028]}
{'NM_001177573': ['version 1', 435]}
{'NM_001177574': ['version 1', 435]}
{'NM_001177576': ['version 1', 972]}
{'NM_001177577': ['version 1', 381]}
{'NM_001177578': ['version 2', 1083]}
{'NM_001177579': ['version 1', 759]}
{'NM_001177580': ['version 1', 264]}
{'NM_001177581': ['version 1', 432]}
{'NM_001177584': ['version 1', 450]}
{'NM_001177588': ['version 1', 852]}
{'NM_001177589': ['version 1', 324]}
{'NM_001177593': ['version 1', 1794]}
{'NM_001177594': ['version 1', 1707]}
{'NM_001177595': ['version 1', 1659]}
{'NM_001177600': ['version 1', 2514]}
{'NM_001177601': ['version 1', 576]}
{'NM_001177602': ['version 1', 672]}
{'NM_001177603': ['version 1', 471]}
{'NM_001177604': ['version 1', 672]}
{'NM_001177605': ['version 1', 672]}
{'NM_001177606': ['version 1', 369]}
{'NM_001177607': ['version 1', 330]}
{'NM_001177609': ['version 1', 477]}
{'NM_001177610': ['version 1', 477]}
{'NM_001177613': ['version 1', 1782]}
{'NM_001177615': ['version 1', 267]}
{'NM_001177616': ['version 1', 2370]}
{'NM_001177617': ['version 1', 1806]}
{'NM_001177618': ['version 1', 2430]}
{'NM_001177619': ['version 1', 1119]}
{'NM_001177620': ['version 1', 267]}
{'NM_001177621': ['version 1', 1905]}
{'NM_001177622': ['version 1', 1905]}
{'NM_001177623': ['version 1', 747]}
{'NM_001177624': ['version 1', 1860]}
{'NM_001177625': ['version 1', 2649]}
{'NM_001177626': ['version 1', 2649]}
{'NM_001177627': ['version 1', 1332]}
{'NM_001177628': ['version 2', 1662]}
{'NM_001177629': ['version 1', 1626]}
{'NM_001177630': ['version 2', 4044]}
{'NM_001177631': ['version 1', 5736]}
{'NM_001177633': ['version 1', 1017]}
{'NM_001177646': ['version 1', 1530]}
{'NM_001177647': ['version 2', 876]}
{'NM_001177648': ['version 1', 1851]}
{'NM_001177649': ['version 1', 1656]}
{'NM_001177650': ['version 1', 1569]}
{'NM_001177652': ['version 2', 498]}
{'NM_001177653': ['version 1', 381]}
{'NM_001177654': ['version 1', 1584]}
{'NM_001177655': ['version 1', 1503]}
{'NM_001177656': ['version 2', 2721]}
{'NM_001177657': ['version 2', 2658]}
{'NM_001177658': ['version 1', 888]}
{'NM_001177659': ['version 1', 2481]}
{'NM_001177661': ['version 1', 2106]}
{'NM_001177666': ['version 1', 717]}
{'NM_001177667': ['version 1', 7434]}
{'NM_001177668': ['version 1', 7374]}
{'NM_001177669': ['version 1', 843]}
{'NM_001177670': ['version 1', 843]}
{'NM_001177674': ['version 1', 1098]}
{'NM_001177681': ['version 1', 3129]}
{'NM_001177682': ['version 1', 987]}
{'NM_001177683': ['version 1', 951]}
{'NM_001177684': ['version 1', 1653]}
{'NM_001177685': ['version 1', 1113]}
{'NM_001177686': ['version 1', 606]}
{'NM_001177687': ['version 1', 357]}
{'NM_001177688': ['version 1', 1518]}
{'NM_001177689': ['version 1', 609]}
{'NM_001177691': ['version 1', 1272]}
{'NM_001177694': ['version 1', 1113]}
{'NM_001177695': ['version 1', 1839]}
{'NM_001177696': ['version 1', 1995]}
{'NM_001177697': ['version 1', 1854]}
{'NM_001177698': ['version 1', 1824]}
{'NM_001177699': ['version 1', 1821]}
{'NM_001177700': ['version 1', 1722]}
{'NM_001177703': ['version 1', 1272]}
{'NM_001177705': ['version 1', 1557]}
{'NM_001177706': ['version 2', 1179]}
{'NM_001177707': ['version 1', 1185]}
{'NM_001177708': ['version 1', 1185]}
{'NM_001177709': ['version 1', 1179]}
{'NM_001177710': ['version 1', 1086]}
{'NM_001177713': ['version 1', 1539]}
{'NM_001177714': ['version 1', 453]}
{'NM_001177715': ['version 2', 519]}
{'NM_001177719': ['version 1', 4734]}
{'NM_001177720': ['version 1', 4884]}
{'NM_001177730': ['version 1', 1338]}
{'NM_001177731': ['version 1', 624]}
{'NM_001177732': ['version 1', 3012]}
{'NM_001177733': ['version 1', 3222]}
{'NM_001177750': ['version 1', 312]}
{'NM_001177751': ['version 2', 324]}
{'NM_001177752': ['version 1', 1389]}
{'NM_001177753': ['version 1', 1668]}
{'NM_001177754': ['version 1', 1545]}
{'NM_001177755': ['version 1', 1650]}
{'NM_001177756': ['version 1', 1632]}
{'NM_001177757': ['version 1', 1581]}
{'NM_001177758': ['version 1', 1503]}
{'NM_001177759': ['version 1', 567]}
{'NM_001177760': ['version 1', 411]}
{'NM_001177767': ['version 1', 2058]}
{'NM_001177770': ['version 2', 1635]}
{'NM_001177771': ['version 2', 1620]}
{'NM_001177772': ['version 2', 2145]}
{'NM_001177773': ['version 1', 2133]}
{'NM_001177774': ['version 1', 2133]}
{'NM_001177775': ['version 1', 756]}
{'NM_001177776': ['version 1', 429]}
{'NM_001177778': ['version 2', 2508]}
{'NM_001177779': ['version 1', 1539]}
{'NM_001177780': ['version 1', 1101]}
{'NM_001177781': ['version 1', 1008]}
{'NM_001177782': ['version 1', 1008]}
{'NM_001177783': ['version 1', 801]}
{'NM_001177784': ['version 1', 2913]}
{'NM_001177785': ['version 1', 1974]}
{'NM_001177786': ['version 1', 1497]}
{'NM_001177787': ['version 1', 1395]}
{'NM_001177789': ['version 1', 1665]}
{'NM_001177790': ['version 1', 1662]}
{'NM_001177791': ['version 1', 1680]}
{'NM_001177792': ['version 1', 666]}
{'NM_001177793': ['version 1', 633]}
{'NM_001177794': ['version 1', 1134]}
{'NM_001177795': ['version 1', 1119]}
{'NM_001177796': ['version 1', 2532]}
